rna11279
rna11292
rna11296
rna11295
rna11300
rna11302
rna11318
rna11320
rna11323
rna11327
rna11328
rna11332
rna11339
rna11345
rna11346
rna11351
rna11366
rna11367
rna11374
rna11379
rna108
rna11410
rna11415
rna11420
rna11425
rna11426
rna11428
rna1125
rna11438
rna11440
rna11442
rna11443
rna11455
rna11459
rna11460
rna11461
rna11482
rna11484
rna11485
rna11488
rna11492
rna11493
rna11500
rna11503
rna110
rna11508
rna11515
rna11516
rna11517
rna11518
rna11528
rna11537
rna11541
rna11544
rna11553
rna11554
rna11559
rna11572
rna11574
rna11583
rna11591
rna11612
rna11615
rna11622
rna11624
rna11636
rna11643
rna11645
rna11649
rna11653
rna1151
rna11665
rna1152
rna11671
rna11682
rna11694
rna11696
rna11697
rna1156
rna11704
rna11706
rna11711
rna11714
rna11715
rna11716
rna11720
rna11726
rna11730
rna11732
rna11739
rna1162
rna11747
rna11770
rna11773
rna1165
rna11783
rna11784
rna11786
rna11787
rna11788
rna11790
rna11791
rna11792
rna11793
rna11826
rna11828
rna11829
rna11837
rna11841
rna11844
rna11862
rna11883
rna11885
rna1181
rna11909
rna11912
rna11913
rna11914
rna11938
rna1183
rna11948
rna11953
rna11982
rna11983
rna11985
rna11986
rna11995
rna11996
rna12003
rna12004
rna12009
rna12011
rna12019
rna12033
rna12035
rna12039
rna12041
rna12046
rna12057
rna123
rna12076
rna12102
rna12103
rna1198
rna12109
rna12118
rna12125
rna1200
rna12142
rna12151
rna1202
rna12159
rna12162
rna12163
rna12175
rna12181
rna124
rna1207
rna12200
rna12238
rna12240
rna12252
rna12254
rna12272
rna12288
rna12302
rna12309
rna1214
rna12314
rna12317
rna12334
rna12339
rna12340
rna12343
rna12344
rna12345
rna12353
rna12354
rna12359
rna12367
rna12369
rna12377
rna12384
rna12385
rna12413
rna1225
rna12431
rna12444
rna12455
rna12458
rna12462
rna12464
rna12468
rna1229
rna12478
rna12488
rna12505
rna1233
rna12515
rna12530
rna1235
rna12539
rna12546
rna12552
rna12560
rna12572
rna12578
rna12580
rna12595
rna12596
rna12601
rna12611
rna12622
rna1244
rna12623
rna12626
rna12627
rna1248
rna12634
rna1249
rna12652
rna12656
rna12661
rna12665
rna12680
rna12682
rna12691
rna12695
rna12700
rna12710
rna12712
rna12719
rna12721
rna12727
rna12729
rna12730
rna1257
rna12733
rna12734
rna12746
rna12748
rna12752
rna12758
rna12760
rna12761
rna12763
rna12768
rna12769
rna12775
rna12790
rna12806
rna12809
rna12812
rna1265
rna130
rna12872
rna12875
rna12878
rna12880
rna12882
rna12890
rna12895
rna12898
rna12909
rna12913
rna12916
rna12920
rna12922
rna12931
rna12933
rna12946
rna12947
rna12960
rna12961
rna12973
rna12979
rna12984
rna12994
rna13004
rna13007
rna13013
rna13020
rna13027
rna13028
rna13037
rna13038
rna13041
rna13042
rna13047
rna1287
rna13057
rna13087
rna13089
rna13090
rna13099
rna13107
rna13108
rna13110
rna13138
rna13140
rna13148
rna13150
rna13154
rna1298
rna13161
rna13163
rna13170
rna13178
rna13189
rna13194
rna13196
rna13198
rna13201
rna13217
rna13236
rna13267
rna13269
rna13281
rna13283
rna13284
rna13292
rna13298
rna1313
rna13305
rna13308
rna13319
rna13320
rna13324
rna13332
rna1321
rna13339
rna13341
rna13343
rna13355
rna13361
rna13368
rna13375
rna13378
rna13380
rna13392
rna13394
rna13396
rna13417
rna13430
rna1331
rna13449
rna13460
rna13466
rna13468
rna13485
rna13487
rna13490
rna13496
rna13501
rna13506
rna13507
rna13510
rna13517
rna1338
rna13520
rna13524
rna13529
rna13534
rna13544
rna13550
rna13559
rna13562
rna13568
rna13579
rna13580
rna1344
rna13583
rna13584
rna13593
rna13596
rna1346
rna1347
rna13639
rna13651
rna1351
rna13681
rna13696
rna13698
rna13702
rna13709
rna13724
rna13734
rna13750
rna13756
rna13757
rna13758
rna13763
rna13771
rna13775
rna1360
rna13777
rna13780
rna13784
rna13785
rna13788
rna13789
rna13797
rna13803
rna13805
rna13809
rna13811
rna13817
rna13847
rna13851
rna13853
rna13854
rna13861
rna13865
rna13866
rna13874
rna13876
rna1369
rna13880
rna13883
rna1370
rna13889
rna13895
rna1371
rna13909
rna13920
rna13919
rna13926
rna13949
rna13950
rna13951
rna13961
rna13962
rna13966
rna13969
rna13970
rna144
rna13979
rna14011
rna14026
rna14033
rna14040
rna14054
rna14074
rna14082
rna14084
rna14094
rna14100
rna14108
rna14112
rna1391
rna14113
rna14132
rna14134
rna14137
rna1394
rna14150
rna14154
rna14159
rna14165
rna14173
rna14179
rna14181
rna1398
rna14183
rna14184
rna14202
rna14206
rna14207
rna14211
rna14214
rna14223
rna14224
rna14243
rna14248
rna14289
rna1408
rna14304
rna14307
rna14314
rna14354
rna14356
rna1415
rna1416
rna14369
rna14370
rna14392
rna14421
rna14422
rna14423
rna149
rna1421
rna14430
rna14447
rna14448
rna14455
rna14459
rna14472
rna14494
rna14504
rna1432
rna14536
rna14538
rna14541
rna14542
rna14543
rna14556
rna14559
rna14562
rna14569
rna14571
rna14581
rna14585
rna14586
rna14601
rna14602
rna14604
rna14608
rna14609
rna14615
rna14617
rna14619
rna14621
rna14622
rna14625
rna1447
rna14644
rna14646
rna151
rna1448
rna14650
rna14652
rna14654
rna14664
rna14671
rna14681
rna14683
rna14684
rna14690
rna14698
rna14706
rna14707
rna14724
rna14727
rna14733
rna14748
rna14750
rna14752
rna14758
rna14759
rna14761
rna14763
rna14764
rna14765
rna14772
rna14775
rna14794
rna1460
rna14797
rna14803
rna14805
rna14806
rna14814
rna14827
rna14835
rna14839
rna14842
rna14845
rna14864
rna14874
rna14876
rna14886
rna1471
rna14903
rna14907
rna14908
rna14909
rna14913
rna14915
rna14919
rna14920
rna1476
rna14935
rna1477
rna14973
rna1478
rna14977
rna14981
rna15008
rna15013
rna15014
rna15016
rna15025
rna15054
rna15056
rna15057
rna15064
rna15065
rna15070
rna15071
rna15078
rna15079
rna15117
rna15135
rna15137
rna15148
rna15149
rna15147
rna15150
rna15152
rna15175
rna15176
rna15177
rna15184
rna15189
rna15203
rna1500
rna15214
rna15222
rna15224
rna15240
rna15243
rna15247
rna15250
rna15251
rna1504
rna15256
rna15261
rna15265
rna15266
rna15269
rna15281
rna1508
rna15290
rna15294
rna15295
rna15311
rna15321
rna15332
rna15342
rna15349
rna15386
rna15412
rna1524
rna15465
rna15474
rna15477
rna1529
rna15490
rna15493
rna15499
rna15501
rna15504
rna15515
rna15522
rna15533
rna15541
rna15549
rna1535
rna15554
rna15555
rna15560
rna15565
rna15578
rna15579
rna15593
rna15601
rna15615
rna15618
rna15620
rna15624
rna15631
rna1544
rna15651
rna15661
rna15671
rna15674
rna1550
rna15689
rna15704
rna15715
rna1554
rna15751
rna15770
rna15778
rna15782
rna15784
rna1559
rna15786
rna15792
rna15799
rna161
rna15809
rna15825
rna15826
rna15828
rna15831
rna15844
rna15850
rna15851
rna15857
rna15860
rna15864
rna15869
rna15870
rna15872
rna15875
rna15877
rna15880
rna15886
rna15890
rna15891
rna1569
rna15903
rna15908
rna15914
rna15922
rna15924
rna15929
rna1575
rna15941
rna15950
rna15963
rna15981
rna15995
rna15996
rna16003
rna16009
rna16022
rna1584
rna16034
rna16036
rna16070
rna16083
rna16084
rna16093
rna16094
rna16108
rna16111
rna1592
rna16139
rna1595
rna16152
rna16156
rna16162
rna16172
rna1598
rna16199
rna16200
rna1603
rna16218
rna16229
rna1604
rna16230
rna167
rna16239
rna16257
rna16259
rna16265
rna16270
rna1608
rna16292
rna16293
rna16296
rna16303
rna1611
rna16304
rna16308
rna16326
rna16327
rna1614
rna16350
rna16352
rna16353
rna16354
rna16357
rna16359
rna16360
rna16362
rna16365
rna16372
rna16376
rna16378
rna16380
rna16383
rna16384
rna16385
rna16387
rna16390
rna16393
rna16395
rna16396
rna16397
rna1621
rna16411
rna16412
rna16415
rna1622
rna16418
rna16422
rna16426
rna16433
rna16434
rna16435
rna16455
rna16462
rna16469
rna16472
rna16480
rna1630
rna16502
rna16504
rna16514
