rna0
rna4084
rna4085
rna4086
rna4098
rna4115
rna4116
rna4117
rna4124
rna4132
rna4148
rna4156
rna4158
rna4179
rna4180
rna4182
rna4194
rna4212
rna4218
rna4220
rna4221
rna4222
rna4233
rna4234
rna4235
rna4236
rna4245
rna4246
rna4265
rna4266
rna4283
rna4285
rna4286
rna4294
rna4297
rna4311
rna4312
rna4313
rna4314
rna4329
rna4330
rna4331
rna4332
rna4333
rna4334
rna4335
rna4336
rna4337
rna4338
rna4358
rna4371
rna4372
rna4373
rna4374
rna4375
rna4378
rna4381
rna4382
rna4386
rna4391
rna4392
rna4393
rna4408
rna4410
rna4411
rna4412
rna4417
rna4425
rna4430
rna4433
rna4438
rna4439
rna4444
rna4447
rna4450
rna4451
rna4452
rna4453
rna4461
rna4462
rna4463
rna4464
rna4473
rna4474
rna4480
rna4495
rna4496
rna4497
rna4504
rna4506
rna4509
rna4510
rna4511
rna4512
rna4513
rna4514
rna4515
rna4516
rna4517
rna4518
rna4525
rna4526
rna4527
rna4528
rna4529
rna4531
rna4532
rna4533
rna4534
rna4536
rna4537
rna4549
rna4557
rna4566
rna4567
rna4568
rna4569
rna4584
rna4585
rna4591
rna4592
rna4593
rna4594
rna4595
rna4596
rna4597
rna4600
rna4601
rna4602
rna4603
rna4604
rna4605
rna4606
rna4614
rna4615
rna4616
rna4617
rna4618
rna4641
rna4646
rna4662
rna4665
rna4666
rna4667
rna4671
rna4674
rna4675
rna4684
rna4697
rna4698
rna4699
rna4700
rna4701
rna4702
rna4705
rna4709
rna4711
rna4712
rna4713
rna4721
rna4722
rna4723
rna4732
rna4733
rna4734
rna4735
rna4746
rna4769
rna4778
rna4781
rna4785
rna4794
rna4795
rna4797
rna4798
rna4799
rna4824
rna4828
rna4829
rna4830
rna4838
rna4846
rna4847
rna4848
rna4849
rna4852
rna4853
rna4854
rna4862
rna4869
rna4870
rna4871
rna4872
rna4873
rna4874
rna4875
rna4882
rna4888
rna4889
rna4890
rna4896
rna4897
rna4910
rna4911
rna4912
rna4915
rna4917
rna4918
rna4919
rna4924
rna4925
rna4926
rna4927
rna4928
rna4929
rna4934
rna4936
rna4948
rna4949
rna4950
rna4951
rna4952
rna4953
rna4958
rna4959
rna4960
rna4961
rna4962
rna4963
rna4964
rna4971
rna4973
rna4974
rna4989
rna4996
rna4997
rna4998
rna5004
rna5005
rna5015
rna5016
rna5026
rna5033
rna5040
rna5057
rna5058
rna5064
rna5065
rna5068
rna5069
rna5070
rna5085
rna5086
rna5087
rna5088
rna5089
rna5090
rna5112
rna5115
rna5119
rna5120
rna5121
rna5123
rna5124
rna5125
rna5126
rna5127
rna5128
rna5129
rna5131
rna5132
rna5135
rna5136
rna5149
rna5150
rna5151
rna5169
rna5170
rna5171
rna5172
rna5176
rna5177
rna5178
rna5179
rna5180
rna5181
rna5187
rna5192
rna5193
rna5194
rna5195
rna5196
rna5197
rna5201
rna5202
rna5203
rna5211
rna5229
rna5230
rna5231
rna5232
rna5233
rna5234
rna5235
rna5236
rna5246
rna5247
rna5252
rna5261
rna5263
rna5264
rna5266
rna5268
rna5277
rna5278
rna5279
rna5286
rna5287
rna5298
rna5300
rna5301
rna5321
rna5323
rna5325
rna5326
rna5327
rna5328
rna5329
rna5330
rna5331
rna5332
rna5346
rna5347
rna5348
rna5357
rna5358
rna5359
rna5360
rna5361
rna5374
rna5375
rna5387
rna5394
rna5400
rna5401
rna5416
rna5424
rna5425
rna5426
rna5434
rna5435
rna5437
rna5446
rna5447
rna5450
rna5453
rna5454
rna5455
rna5456
rna5459
rna5462
rna5463
rna5464
rna5465
rna5471
rna5477
rna5478
rna5479
rna5480
rna5483
rna5484
rna5496
rna5497
rna5498
rna5504
rna5505
rna5506
rna5507
rna5508
rna5511
rna5512
rna5513
rna5514
rna5515
rna5516
rna5526
rna5542
rna5543
rna5545
rna5547
rna5550
rna5558
rna5559
rna5560
rna5561
rna5562
rna5563
rna5564
rna5565
rna5566
rna5570
rna5574
rna5576
rna5585
rna5586
rna5588
rna5589
rna5590
rna5591
rna5594
rna5597
rna5599
rna5600
rna5601
rna5602
rna5603
rna5604
rna5617
rna5640
rna5641
rna5647
rna5648
rna5649
rna5652
rna5653
rna5660
rna5704
rna5705
rna5706
rna5707
rna5708
rna5712
rna5713
rna5714
rna5715
rna5716
rna5717
rna5734
rna5739
rna5740
rna5741
rna5742
rna5743
rna5744
rna5745
rna5746
rna5749
rna5750
rna5757
rna5758
rna5759
rna5760
rna5761
rna5762
rna5763
rna5765
rna5766
rna5767
rna5768
rna5776
rna5780
rna5781
rna5782
rna5784
rna5789
rna5794
rna5797
rna5798
rna5799
rna5807
rna5808
rna5820
rna5821
rna5826
rna5829
rna5835
rna5836
rna5837
rna5838
rna5839
rna5847
rna5855
rna5864
rna5865
rna5866
rna5872
rna5873
rna5874
rna5875
rna5876
rna5877
rna5878
rna5883
rna5884
rna5885
rna5888
rna5894
rna5917
rna5918
rna5919
rna5920
rna5921
rna5922
rna5923
rna5924
rna5925
rna5932
rna5933
rna5934
rna5935
rna5937
rna5938
rna5939
rna5940
rna5941
rna5944
rna5949
rna5950
rna5952
rna5953
rna5954
rna5955
rna5956
rna5958
rna5959
rna5960
rna5961
rna5962
rna5963
rna5964
rna5970
rna5971
rna5979
rna5981
rna5982
rna5983
rna5986
rna6012
rna6024
rna6025
rna6026
rna6028
rna6029
rna6030
rna6031
rna6032
rna6043
rna6048
rna6050
rna6051
rna6052
rna6053
rna6054
rna6077
rna6094
rna6095
rna6096
rna6097
rna6098
rna6102
rna6103
rna6104
rna6105
rna6106
rna6107
rna6108
rna6109
rna6110
rna6114
rna6118
rna6119
rna6136
rna6137
rna6151
rna6163
rna6164
rna6165
rna6175
rna6179
rna6188
rna6189
rna6190
rna6191
rna6192
rna6193
rna6194
rna6195
rna6196
rna6197
rna6202
rna6203
rna6236
rna6239
rna6241
rna6252
rna6253
rna6254
rna6255
rna6256
rna6257
rna6258
rna6259
rna6260
rna6262
rna6263
rna6268
rna6287
rna6289
rna6290
rna6291
rna6292
rna6293
rna6296
rna6297
rna6300
rna6301
rna6302
rna6303
rna6304
rna6305
rna6311
rna6318
rna6319
rna6328
rna6330
rna6331
rna6342
rna6343
rna6345
rna6346
rna6347
rna6348
rna6351
rna6352
rna6362
rna6363
rna6364
rna6376
rna6377
rna6378
rna6380
rna6381
rna6383
rna6394
rna6395
rna6433
rna6434
rna6435
rna6438
rna6439
rna6442
rna6450
rna6461
rna6478
rna6479
rna6482
rna6495
rna6503
rna6504
rna6505
rna6509
rna6510
rna6526
rna6530
rna6531
rna6532
rna6533
rna6540
rna6544
rna6550
rna6551
rna6552
rna6573
rna6574
rna6575
rna6576
rna6598
rna6603
rna6604
rna6609
rna6610
rna6611
rna6612
rna6613
rna6614
rna6619
rna6625
rna6629
rna6630
rna6631
rna6644
rna6655
rna6656
rna6657
rna6658
rna6660
rna6661
rna6664
rna6671
rna6672
rna6675
rna6676
rna6677
rna6678
rna6706
rna6721
rna6722
rna6723
rna6727
rna6728
rna6767
rna6777
rna6778
rna6779
rna6780
rna6799
rna6800
rna6801
rna6802
rna6803
rna6804
rna6805
rna6814
rna6817
rna6818
rna6819
rna6820
rna6821
rna6825
rna6826
rna6827
rna6828
rna6832
rna6837
rna6844
rna6867
rna6868
rna6873
rna6874
rna6878
rna6890
rna6921
rna6927
rna6928
rna6931
rna6933
rna6937
rna6938
rna6939
rna6940
rna6941
rna6942
rna6958
rna6970
rna6971
rna6972
rna6973
rna6985
rna6991
rna6992
rna6993
rna6994
rna6995
rna7012
rna7013
rna7014
rna7015
rna7016
rna7017
rna7026
rna7027
rna7028
rna7029
rna7030
rna7031
rna7032
rna7033
rna7034
rna7035
rna7041
rna7047
rna7050
rna7051
rna7065
rna7066
rna7067
rna7068
rna7069
rna7073
rna7074
rna7075
rna7076
rna7085
rna7091
rna7097
rna7101
rna7102
rna7106
rna7107
rna7108
rna7109
rna7110
rna7111
rna7112
rna7113
rna7114
rna7115
rna7119
rna7120
rna7128
rna7129
rna7130
rna7140
rna7141
rna7142
rna7145
rna7146
rna7147
rna7148
rna7149
rna7150
rna7156
rna7168
rna7169
rna7170
rna7171
rna7172
rna7181
rna7183
rna7189
rna7190
rna7191
rna7192
rna7193
rna7194
rna7212
rna7221
rna7222
rna7223
rna7248
rna7277
rna7278
rna7279
rna7280
rna7281
rna7282
rna7283
rna7284
rna7285
rna7314
rna7315
rna7326
rna7332
rna7333
rna7334
rna7346
rna7348
rna7349
rna7352
rna7409
rna7410
rna7411
rna7413
rna7414
rna7415
rna7416
rna7424
rna7425
rna7426
rna7427
rna7433
rna7434
rna7435
rna7457
rna7478
rna7480
rna7484
rna7485
rna7486
rna7487
rna7488
rna7493
rna7515
rna7516
rna7519
rna7520
rna7521
rna7530
rna7543
rna7550
rna7551
rna7552
rna7560
rna7563
rna7564
rna7565
rna7594
rna7602
rna7603
rna7604
rna7613
rna7629
rna7630
rna7639
rna7640
rna7659
rna7669
rna7681
rna7682
rna7689
rna7690
rna7691
rna7702
rna7703
rna7704
rna7705
rna7706
rna7707
rna7714
rna7715
rna7716
rna7717
rna7718
rna7719
rna7726
rna7727
rna7728
rna7729
rna7730
rna7731
rna7732
rna7733
rna7734
rna7735
rna7736
rna7737
rna7738
rna7739
rna7740
rna7744
rna7745
rna7746
rna7747
rna7748
rna7749
rna7750
rna7751
rna7752
rna7753
rna7754
rna7759
rna7760
rna7761
rna7762
rna7763
rna7771
rna7773
rna7780
rna7793
rna7794
rna7795
rna7813
rna7814
rna7842
rna7843
rna7844
rna7845
rna7846
rna7847
rna7848
rna7870
rna7871
rna7872
rna7874
rna7875
rna7876
rna7881
rna7883
rna7886
rna7890
rna7900
rna7910
rna7914
rna7917
rna7922
rna7923
rna7924
rna7932
rna7933
rna7934
rna7935
rna7949
rna7950
rna7958
rna7959
rna7960
rna7961
rna7962
rna7963
rna7964
rna7968
rna7969
rna7970
rna7974
rna7996
rna7997
rna7998
rna7999
rna8003
rna8004
rna8005
rna8013
rna8015
rna8016
rna8018
rna8027
rna8028
rna8029
rna8030
rna8032
rna8037
rna8040
rna8041
rna8042
rna8043
rna8045
rna8046
rna8051
rna8052
rna8053
rna8054
rna8062
rna8063
rna8067
rna8068
rna8070
rna8081
rna8097
rna8100
rna8102
rna8103
rna8104
rna8117
rna8118
rna8119
rna8124
rna8125
rna8126
rna8127
rna8128
rna8129
rna8130
rna8137
rna8139
rna8140
rna8141
rna8151
rna8152
rna8159
rna8160
rna8161
rna8162
rna8163
rna8164
rna8165
rna8166
rna8167
rna8173
rna8174
rna8182
rna8184
rna8198
rna8199
rna8200
rna8201
rna8213
rna8214
rna8215
rna8219
rna8220
rna8221
rna8222
rna8223
rna8224
rna8225
rna8226
rna8227
rna8256
rna8257
rna8258
rna8259
rna8261
rna8262
rna8263
rna8264
rna8265
rna8266
rna8270
rna8287
rna8289
rna8290
rna8291
rna8302
rna8314
rna8315
rna8320
rna8342
rna8343
rna8344
rna8345
rna8380
rna8381
rna8382
rna8384
rna8388
rna8389
rna8410
rna8411
rna8412
rna8417
rna8443
rna8445
rna8446
rna8447
rna8450
rna8451
rna8454
rna8455
rna8456
rna8459
rna8460
rna8461
rna8462
rna8463
rna8467
rna8468
rna8485
rna8486
rna8487
rna8488
rna8491
rna8493
rna8497
rna8498
rna8509
rna8522
rna8523
rna8524
rna8525
rna8526
rna8527
rna8554
rna8555
rna8556
rna8557
rna8576
rna8577
rna8578
rna8604
rna8609
rna8610
rna8611
rna8612
rna8613
rna8614
rna8615
rna8624
rna8626
rna8627
rna8628
rna8640
rna8656
rna8660
rna8663
rna8678
rna8679
rna8680
rna8681
rna8682
rna8683
rna8685
rna8686
rna8689
rna8690
rna8692
rna8693
rna8696
rna8697
rna8698
rna8700
rna8704
rna8705
rna8715
rna8727
rna8733
rna8736
rna8738
rna8739
rna8741
rna8742
rna8743
rna8744
rna8758
rna8759
rna8760
rna8762
rna8763
rna8767
rna8768
rna8770
rna8775
rna8776
rna8777
rna8778
rna8779
rna8780
rna8781
rna8782
rna8788
rna8794
rna8797
rna8802
rna8803
rna8804
rna8805
rna8806
rna8813
rna8814
rna8823
rna8845
rna8856
rna8857
rna8873
rna8882
rna8886
rna8890
rna8891
rna8895
rna8896
rna8897
rna8898
rna8899
rna8902
rna8912
rna8918
rna8919
rna8920
rna8921
rna8922
rna8926
rna8927
rna8929
rna8930
rna8931
rna8959
rna8960
rna8961
rna8962
rna8970
rna8978
rna8983
rna8985
rna8996
rna9010
rna9012
rna9016
rna9032
rna9038
rna9039
rna9057
rna9058
rna9059
rna9060
rna9061
rna9062
rna9063
rna9064
rna9065
rna9076
rna9080
rna9081
rna9085
rna9088
rna9090
rna9098
rna9099
rna9100
rna9101
rna9113
rna9124
rna9126
rna9127
rna9128
rna9129
rna9130
rna9131
rna9132
rna9133
rna9134
rna9137
rna9138
rna9139
rna9140
rna9143
rna9144
rna9149
rna9150
rna9151
rna9153
rna9154
rna9155
rna9160
rna9161
rna9162
rna9165
rna9166
rna9167
rna9168
rna9178
rna9179
rna9180
rna9187
rna9188
rna9198
rna9199
rna9200
rna9204
rna9208
rna9210
rna9211
rna9212
rna9213
rna9217
rna9218
rna9232
rna9233
rna9234
rna9235
rna9238
rna9239
rna9240
rna9242
rna9243
rna9244
rna9245
rna9246
rna9247
rna9248
rna9249
rna9250
rna9266
rna9267
rna9271
rna9272
rna9275
rna9277
rna9278
rna9287
rna9288
rna9289
rna9290
rna9298
rna9299
rna9300
rna9304
rna9305
rna9308
rna9315
rna9316
rna9317
rna9319
rna9333
rna9334
rna9335
rna9344
rna9345
rna9349
rna9364
rna9365
rna9366
rna9382
rna9383
rna9384
rna9385
rna9386
rna9392
rna9393
rna9394
rna9395
rna9405
rna9412
rna9413
rna9414
rna9415
rna9418
rna9419
rna9420
rna9421
rna9423
rna9434
rna9437
rna9446
rna9450
rna9451
rna9455
rna9456
rna9458
rna9459
rna9465
rna9466
rna9470
rna9473
rna9482
rna9487
rna9488
rna9523
rna9524
rna9525
rna9528
rna9529
rna9530
rna9535
rna9536
rna9537
rna9540
rna9541
rna9543
rna9546
rna9547
rna9552
rna9553
rna9554
rna9555
rna9556
rna9557
rna9558
rna9559
rna9560
rna9561
rna9574
rna9575
rna9618
rna9622
rna9623
rna9625
rna9626
rna9627
rna9634
rna9635
rna9636
rna9637
rna9645
rna9651
rna9652
rna9653
rna9654
rna9655
rna9656
rna9657
rna9663
rna9665
rna9678
rna9680
rna9684
rna9690
rna9693
rna9696
rna9700
rna9701
rna9702
rna9703
rna9704
rna9705
rna9706
rna9708
rna9730
rna9732
rna9733
rna9734
rna9741
rna9742
rna9751
rna9754
rna9765
rna9766
rna9767
rna9769
rna9770
rna9771
rna9786
rna9787
rna9807
rna9813
rna9814
rna9815
rna9824
rna9825
rna9826
rna9839
rna9844
rna9849
rna9850
rna9851
rna9852
rna9856
rna9872
rna9873
rna9895
rna9897
rna9898
rna9902
rna9904
rna9905
rna9906
rna9908
rna9909
rna9917
rna9918
rna9920
rna9938
rna9942
rna9943
rna9944
rna9945
rna9950
rna9951
rna9962
rna9963
rna9964
rna9965
rna9966
rna9967
rna9979
rna9980
rna9990
rna9994
rna9999
rna10000
rna10001
rna10004
rna10007
rna10019
rna10032
rna10034
rna10035
rna10036
rna10042
rna10043
rna10044
rna10050
rna10060
rna10063
rna10064
rna10065
rna10066
rna10067
rna10073
rna10074
rna10075
rna10076
rna10077
rna10078
rna10080
rna10082
rna10087
rna10089
rna10090
rna10091
rna10093
rna10101
rna10108
rna10109
rna10110
rna10111
rna10112
rna10113
rna10114
rna10116
rna10119
rna10122
rna10123
rna10124
rna10126
rna10131
rna10132
rna10133
rna10139
rna10161
rna10173
rna10177
rna10178
rna10179
rna10180
rna10181
rna10189
rna10190
rna10203
rna10240
rna10241
rna10242
rna10243
rna10244
rna10245
rna10250
rna10251
rna10252
rna10253
rna10270
rna10271
rna10299
rna10301
rna10302
rna10307
rna10312
rna10313
rna10314
rna10325
rna10330
rna10335
rna10338
rna10340
rna10343
rna10346
rna10347
rna10348
rna10349
rna10350
rna10351
rna10354
rna10355
rna10358
rna10363
rna10364
rna10365
rna10368
rna10374
rna10375
rna10381
rna10382
rna10384
rna10385
rna10389
rna10392
rna10398
rna10399
rna10400
rna10401
rna10404
rna10405
rna10406
rna10407
rna10408
rna10409
rna10410
rna10411
rna10421
rna10424
rna10425
rna10435
rna10436
rna10437
rna10441
rna10444
rna10452
rna10459
rna10466
rna10467
rna10470
rna10471
rna10472
rna10473
rna10479
rna10480
rna10487
rna10492
rna10493
rna10494
rna10499
rna10500
rna10501
rna10502
rna10506
rna10507
rna10508
rna10509
rna10510
rna10512
rna10513
rna10514
rna10516
rna10517
rna10518
rna10519
rna10521
rna10522
rna10523
rna10524
rna10525
rna10526
rna10532
rna10533
rna10556
rna10557
rna10558
rna10559
rna10560
rna10601
rna10602
rna10603
rna10604
rna10608
rna10609
rna10614
rna10617
rna10621
rna10622
rna10625
rna10631
rna10632
rna10633
rna10638
rna10639
rna10640
rna10654
rna10686
rna10687
rna10689
rna10691
rna10692
rna10693
rna10694
rna10695
rna10696
rna10697
rna10698
rna10705
rna10710
rna10723
rna10724
rna10725
rna10731
rna10742
rna10743
rna10752
rna10755
rna10761
rna10762
rna10773
rna10774
rna10775
rna10776
rna10777
rna10785
rna10786
rna10787
rna10788
rna10804
rna10805
rna10831
rna10832
rna10856
rna10857
rna10858
rna10859
rna10869
rna10873
rna10874
rna10877
rna10878
rna10879
rna10880
rna10881
rna10884
rna10890
rna10891
rna10892
rna10896
rna10897
rna10898
rna10899
rna10900
rna10901
rna10902
rna10903
rna10904
rna10905
rna10906
rna10907
rna10908
rna10909
rna10910
rna10911
rna10912
rna10916
rna10919
rna10928
rna10930
rna10931
rna10932
rna10936
rna10939
