ID	Alldata_robust_kdp	Alldata_robust_hl	Alldata_robust_beta	Alldata_robust_beta.var	Mean_robust_kdp	Mean_robust_hl	Mean_robust_beta	Mean_robust_beta.var	Median_robust_kdp	Median_robust_hl	Median_robust_beta	Median_robust_beta.var	Threshold_robust_kdp	Threshold_robust_hl	Threshold_robust_beta	Threshold_robust_beta.var	Besttime_robust_kdp	Besttime_robust_hl	Besttime_robust_beta	Besttime_robust_beta.var	Best3time_robust_kdp	Best3time_robust_hl	Best3time_robust_beta	Best3time_robust_beta.var	Alldata_kdp	Alldata_hl	Alldata_beta	Alldata_beta.var	Mean_kdp	Mean_hl	Mean_beta	Mean_beta.var	Median_kdp	Median_hl	Median_beta	Median_beta.var	Threshold_kdp	Threshold_hl	Threshold_beta	Threshold_beta.var	Besttime_kdp	Besttime_hl	Besttime_beta	Besttime_beta.var	Best3time_kdp	Best3time_hl	Best3time_beta	Best3time_robust_beta.var
cds5727	0.014859183	46.64773159	0.028881385	7.68E-17	NA	NA	NA	NA	NA	NA	NA	NA	0.014876838	46.59237136	0.02889904	2.94E-17	0.014437491	48.01022289	0.028459693	2.14E-13	0.014698695	47.15705621	0.028720896	8.82E-14	0.015762098	43.97556577	0.0297843	7.61E-21	0.017296053	40.07545334	0.031318255	8.76E-09	0.015046121	46.06816392	0.029068323	6.13E-10	0.015767229	43.96125566	0.02978943	3.13E-18	0.014827064	46.74878138	0.028849266	8.37E-14	0.015435045	44.90736356	0.029457247	1.95E-14
cds5729	0.008326002	83.25090145	0.022348204	1.02E-15	NA	NA	NA	NA	NA	NA	NA	NA	0.008453659	81.99374554	0.022475861	3.09E-17	0.007660823	90.47946221	0.021683025	5.12E-14	0.008218169	84.34326265	0.022240371	5.66E-14	0.009957149	69.61301913	0.02397935	4.00E-18	0.011243237	61.65014279	0.025265439	1.86E-09	0.008380427	82.71024293	0.022402629	1.23E-10	0.009969002	69.53024836	0.023991204	1.85E-17	0.007963538	87.04010688	0.021985739	4.60E-14	0.009621144	72.04415743	0.023643345	1.51E-13
cds5736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cds5741	0.020329291	34.09598319	0.034351493	6.63E-05	NA	NA	NA	NA	NA	NA	NA	NA	0.020329291	34.09598319	0.034351493	6.63E-05	NA	NA	NA	NA	0.020329291	34.09598319	0.034351493	6.63E-05	0.020329291	34.09598319	0.034351493	1.34E-08	0.016691709	41.52643576	0.030713911	3.25E-08	0.016688542	41.53431539	0.030710744	3.25E-08	0.020329291	34.09598319	0.034351493	1.34E-08	NA	NA	NA	NA	0.020329291	34.09598319	0.034351493	1.34E-08
cds5748	0.021191925	32.70808008	0.035214127	3.23E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.021191925	32.70808008	0.035214127	3.23E-11	0.020232525	34.25905471	0.034254727	5.18E-08	0.02179885	31.7974198	0.035821051	1.55E-08	0.021275016	32.58033609	0.035297218	9.12E-12	0.022240664	31.16575887	0.036262866	5.97E-09	0.02269041	30.54802367	0.036712612	3.59E-09	0.021275016	32.58033609	0.035297218	9.12E-12	0.020232525	34.25905471	0.034254727	4.45E-08	0.021114298	32.82833207	0.035136499	2.98E-10
cds5753	0.096867656	7.15561011	0.110889858	4.50E-05	NA	NA	NA	NA	NA	NA	NA	NA	0.096898244	7.153351315	0.110920446	4.51E-05	NA	NA	NA	NA	0.108555681	6.385176488	0.122577882	4.39E-07	0.063979318	10.83392575	0.07800152	4.17E-12	0.071465584	9.699034722	0.085487786	1.04E-09	0.064556659	10.73703619	0.07857886	7.18E-10	0.063980755	10.83368233	0.078002957	4.17E-12	0.144544074	4.795403653	0.158566276	0.000146893	0.112703217	6.150198708	0.126725419	3.23E-09
cds5754	0.014602769	47.4668326	0.02862497	1.13E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.01463809	47.35229703	0.028660291	1.83E-13	0.014332157	48.36307362	0.028354359	6.96E-10	0.014251462	48.63691907	0.028273663	3.74E-10	0.014753084	46.98320421	0.028775286	5.36E-19	0.01536233	45.11992448	0.029384532	2.30E-10	0.014775639	46.91148582	0.028797841	2.03E-10	0.014756357	46.97278471	0.028778559	7.10E-14	0.014375097	48.21860802	0.028397299	1.87E-09	0.014614155	47.42984891	0.028636357	5.69E-10
cds5755	0.018048561	38.40456761	0.032070763	1.43E-10	NA	NA	NA	NA	NA	NA	NA	NA	0.018048561	38.40456761	0.032070763	1.43E-10	NA	NA	NA	NA	0.018048561	38.40456761	0.032070763	1.43E-10	0.018048561	38.40456761	0.032070763	1.43E-10	0.016734342	41.42064132	0.030756544	2.69E-09	0.016734342	41.42064132	0.030756544	2.69E-09	0.018048561	38.40456761	0.032070763	1.43E-10	NA	NA	NA	NA	0.018048561	38.40456761	0.032070763	1.43E-10
cds5757	0.01245277	55.6620887	0.026474971	5.93E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.01245277	55.6620887	0.026474971	5.93E-11	0.011874878	58.37088814	0.02589708	6.56E-08	0.012301132	56.34824166	0.026323334	1.34E-10	0.012585785	55.07381577	0.026607986	4.01E-11	0.013417166	51.66122043	0.027439368	2.13E-09	0.013001233	53.31395765	0.027023435	1.45E-09	0.012585785	55.07381577	0.026607986	4.01E-11	0.011874878	58.37088814	0.02589708	6.57E-08	0.01237258	56.02284708	0.026394782	9.02E-10
cds5758	0.022059651	31.42149372	0.036081852	3.34E-10	NA	NA	NA	NA	NA	NA	NA	NA	0.022059651	31.42149372	0.036081852	3.34E-10	0.020492489	33.82445062	0.034514691	7.18E-07	0.021767353	31.84343067	0.035789554	4.17E-10	0.022059651	31.42149372	0.036081852	3.34E-10	0.023695208	29.25263099	0.03771741	2.70E-08	0.022284549	31.10438467	0.03630675	2.73E-08	0.022059651	31.42149372	0.036081852	3.34E-10	0.020492489	33.82445062	0.034514691	7.18E-07	0.021767353	31.84343067	0.035789554	4.17E-10
cds5761	0.020558174	33.71637888	0.034580376	2.84E-14	NA	NA	NA	NA	NA	NA	NA	NA	0.020559548	33.71412503	0.03458175	5.21E-14	0.549043549	1.262463027	0.56306575	0.006614825	0.020473566	33.85571252	0.034495768	7.82E-11	0.021261748	32.60066743	0.03528395	2.27E-11	0.02217986	31.25119742	0.036202062	7.90E-09	0.022867484	30.31147498	0.036889686	8.35E-09	0.021262698	32.59921104	0.0352849	2.27E-11	0.549043549	1.262463027	0.56306575	0.006614825	0.021056307	32.91874434	0.035078508	5.80E-10
cds5778	0.041131811	16.85185182	0.055154012	1.39E-05	NA	NA	NA	NA	NA	NA	NA	NA	0.041131811	16.85185182	0.055154012	1.39E-05	0.033678692	20.58117889	0.047700893	1.31E-05	0.041131811	16.85185182	0.055154012	1.39E-05	0.03861687	17.94933628	0.052639071	6.10E-06	0.039704893	17.45747505	0.053727095	1.56E-07	0.040621025	17.063754	0.054643227	6.41E-08	0.03861687	17.94933628	0.052639071	6.10E-06	0.033678692	20.58117889	0.047700893	1.31E-05	0.03861687	17.94933628	0.052639071	6.10E-06
cds5786	0.022829946	30.36131529	0.036852147	6.88E-06	NA	NA	NA	NA	NA	NA	NA	NA	0.022829946	30.36131529	0.036852147	6.88E-06	NA	NA	NA	NA	0.016699633	41.50673084	0.030721835	3.80E-08	0.016835427	41.17193856	0.030857629	1.40E-11	0.024286989	28.53985667	0.03830919	4.87E-10	0.029309651	23.64911097	0.043331852	4.54E-10	0.016835427	41.17193856	0.030857629	1.40E-11	NA	NA	NA	NA	0.016699633	41.50673084	0.030721835	2.11E-08
cds5787	0.019540561	35.47222552	0.033562762	1.25E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.019601961	35.36111367	0.033624163	8.68E-12	0.019325708	35.86658647	0.03334791	2.99E-11	0.019368791	35.78680725	0.033390992	4.17E-11	0.021323212	32.5066965	0.035345414	3.28E-13	0.022212788	31.20487117	0.036234989	1.69E-09	0.020214446	34.28969512	0.034236647	1.97E-09	0.021328548	32.49856467	0.035350749	3.28E-13	0.020908892	33.15083213	0.034931094	2.63E-10	0.021158199	32.76021592	0.035180401	1.42E-10
cds5790	0.025083419	27.63368081	0.03910562	2.02E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.025088272	27.62833521	0.039110473	3.45E-12	0.024205481	28.63595944	0.038227683	8.24E-10	0.024842105	27.90211103	0.038864307	1.16E-11	0.025989768	26.67000291	0.040011969	3.57E-12	0.027041364	25.63284809	0.041063566	1.10E-09	0.026601814	26.0563879	0.040624015	1.20E-09	0.025992006	26.66770607	0.040014208	3.57E-12	0.025053572	27.66660111	0.039075774	1.35E-10	0.025604909	27.07087067	0.039627111	2.82E-11
cds5793	0.037938859	18.27011159	0.05196106	1.36E-10	NA	NA	NA	NA	NA	NA	NA	NA	0.037938859	18.27011159	0.05196106	1.36E-10	NA	NA	NA	NA	NA	NA	NA	NA	0.02904208	23.86699469	0.043064282	9.70E-11	0.031313253	22.13590454	0.045335455	1.29E-09	0.037598079	18.43570723	0.051620281	9.60E-10	0.02904208	23.86699469	0.043064282	9.70E-11	0.036685758	18.89417631	0.05070796	1.17E-06	0.037990461	18.24529535	0.052012663	2.24E-08
cds5796	0.049301529	14.05934461	0.06332373	7.31E-10	NA	NA	NA	NA	NA	NA	NA	NA	0.049301529	14.05934461	0.06332373	7.31E-10	1.775473819	0.39040124	1.789496021	0.00834643	0.054343675	12.75488241	0.068365876	2.00E-08	0.047399082	14.62364137	0.061421284	6.83E-12	0.050069322	13.84375001	0.064091524	2.85E-07	0.05056944	13.70683927	0.064591641	5.82E-08	0.047399082	14.62364137	0.061421284	6.83E-12	1.869081386	0.370849116	1.883103588	0.001985149	0.056810022	12.20114264	0.070832224	1.13E-08
cds58	0.027424427	25.27481027	0.041446628	1.23E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.027440125	25.26035063	0.041462327	1.28E-11	0.031292845	22.15034044	0.045315047	1.15E-10	0.027312821	25.37808835	0.041335022	8.90E-10	0.027768376	24.96174748	0.041790577	1.37E-13	0.02922654	23.7163614	0.043248741	8.09E-10	0.028710053	24.1430132	0.042732254	8.94E-11	0.027770626	24.95972443	0.041792828	1.37E-13	0.035802312	19.36040301	0.049824513	1.04E-08	0.027465582	25.23693799	0.041487783	8.49E-10
cds580	0.021917162	31.62577282	0.035939363	4.05E-10	NA	NA	NA	NA	NA	NA	NA	NA	0.021936883	31.5973419	0.035959084	3.62E-10	0.020527623	33.76655904	0.034549824	1.94E-07	0.021751623	31.86645823	0.035773824	2.32E-07	0.02211631	31.34099579	0.036138512	1.52E-11	0.022894278	30.27600032	0.03691648	5.26E-10	0.021619309	32.06148605	0.035641511	3.17E-10	0.022122081	31.33282038	0.036144282	1.52E-11	0.020527623	33.76655904	0.034549824	1.94E-07	0.021798062	31.79856895	0.035820264	2.15E-07
cds5808	0.018777341	36.9140214	0.032799543	2.70E-13	NA	NA	NA	NA	NA	NA	NA	NA	0.018780521	36.9077709	0.032802723	3.78E-13	0.018336104	37.80231471	0.032358306	1.50E-09	0.01860096	37.26405386	0.032623162	2.01E-20	0.022484927	30.82719281	0.036507129	2.39E-12	0.028252734	24.53380895	0.042274936	9.43E-09	0.025231418	27.47159044	0.03925362	4.16E-09	0.022486606	30.82489095	0.036508808	2.39E-12	0.018336104	37.80231471	0.032358306	1.49E-09	0.020438345	33.9140556	0.034460547	3.41E-12
cds581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.023020225	30.11035616	0.037042427	2.51E-08	0.023020225	30.11035616	0.037042427	2.51E-08	0.023020225	30.11035616	0.037042427	2.51E-08	0.023020225	30.11035616	0.037042427	2.51E-08	NA	NA	NA	NA	0.023775523	29.15381388	0.037797725	4.13E-08
cds5810	0.016598427	41.75981184	0.030620628	4.84E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.016603795	41.74631064	0.030625997	3.68E-12	0.015678866	44.20901374	0.029701067	7.51E-11	0.016396387	42.27438407	0.030418589	1.82E-11	0.017463214	39.69184517	0.031485415	1.36E-12	0.017499903	39.6086296	0.031522105	1.84E-09	0.017088532	40.56212561	0.031110734	1.84E-09	0.017464507	39.68890682	0.031486708	1.36E-12	0.016102243	43.04662285	0.030124445	1.55E-12	0.017373654	39.89645289	0.031395856	4.49E-11
cds5819	0.066116414	10.4837383	0.080138616	8.96E-05	NA	NA	NA	NA	NA	NA	NA	NA	0.066116414	10.4837383	0.080138616	8.96E-05	NA	NA	NA	NA	0.066079865	10.48953693	0.080102066	2.56E-07	0.043036069	16.10619175	0.057058271	1.70E-09	0.040832506	16.97537674	0.054854708	8.76E-09	0.040832506	16.97537674	0.054854708	8.76E-09	0.043036069	16.10619175	0.057058271	1.70E-09	0.063601877	10.89821892	0.077624079	2.40E-05	0.066116414	10.4837383	0.080138616	4.95E-08
cds5821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.029547835	23.45847607	0.043570037	2.17E-07	NA	NA	NA	NA	NA	NA	NA	NA	0.029547835	23.45847607	0.043570037	2.17E-07	0.029547835	23.45847607	0.043570037	2.17E-07	0.029547835	23.45847607	0.043570037	2.17E-07
cds5830	0.058520518	11.84451553	0.072542719	1.78E-09	NA	NA	NA	NA	NA	NA	NA	NA	0.058520518	11.84451553	0.072542719	1.78E-09	0.055536411	12.48095029	0.069558612	1.74E-05	0.058344525	11.88024387	0.072366726	2.00E-08	0.058520518	11.84451553	0.072542719	1.78E-09	0.059234774	11.70169368	0.073256976	4.23E-08	0.054194651	12.7899555	0.068216853	4.51E-08	0.058520518	11.84451553	0.072542719	1.78E-09	0.055536411	12.48095029	0.069558612	1.74E-05	0.058344525	11.88024387	0.072366726	2.00E-08
cds5834	0.029694012	23.34299536	0.043716213	2.26E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.029694012	23.34299536	0.043716213	2.26E-11	NA	NA	NA	NA	0.029677812	23.35573742	0.043700013	4.33E-10	0.025242033	27.46003802	0.039264234	1.22E-11	0.026125191	26.53175544	0.040147393	1.59E-10	0.028012461	24.74424419	0.042034663	1.51E-10	0.025242033	27.46003802	0.039264234	1.22E-11	0.034493526	20.09499353	0.048515728	1.37E-09	0.025220669	27.48329904	0.03924287	2.35E-10
cds5848	0.018683847	37.09873973	0.032706049	2.67E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.018683847	37.09873973	0.032706049	2.67E-11	0.018667015	37.13219221	0.032689216	0	0.018087298	38.32231717	0.0321095	6.90E-12	0.021460669	32.2984882	0.035482871	5.38E-12	0.025616669	27.05844306	0.039638871	5.16E-08	0.02015717	34.38712742	0.034179372	2.54E-09	0.021460669	32.2984882	0.035482871	5.38E-12	0.018087837	38.32117577	0.032110039	3.73E-08	0.020505495	33.80299711	0.034527696	1.41E-11
cds5858	0.022358668	31.0012739	0.036380869	7.95E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.022358668	31.0012739	0.036380869	7.95E-12	0.020607498	33.6356779	0.0346297	3.25E-08	0.021857725	31.71177133	0.035879927	1.17E-09	0.022358668	31.0012739	0.036380869	7.95E-12	0.0243811	28.42969313	0.038403301	3.96E-09	0.025028036	27.69482925	0.039050237	4.85E-09	0.022358668	31.0012739	0.036380869	7.95E-12	0.020607498	33.6356779	0.0346297	3.25E-08	0.022096307	31.36936831	0.036118508	3.17E-09
cds5859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.043998257	15.75396917	0.058020458	6.38E-08	0.044964728	15.41535367	0.058986929	1.97E-06	0.044964728	15.41535367	0.058986929	1.97E-06	0.043998257	15.75396917	0.058020458	6.38E-08	NA	NA	NA	NA	0.043998257	15.75396917	0.058020458	6.38E-08
cds5863	0.031247381	22.1825687	0.045269583	2.76E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.031247381	22.1825687	0.045269583	2.76E-11	NA	NA	NA	NA	0.04979038	13.92130728	0.063812582	0.001167352	0.031500618	22.00424056	0.04552282	2.75E-11	0.032405416	21.38985616	0.046427617	4.41E-09	0.032280281	21.47277409	0.046302483	4.41E-09	0.031500618	22.00424056	0.04552282	2.75E-11	0.418375113	1.656760066	0.432397315	0.024034884	0.050513577	13.72199764	0.064535778	1.29E-05
cds5864	0.060643804	11.42981045	0.074666005	2.35E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.060643804	11.42981045	0.074666005	2.35E-11	0.488468443	1.419021414	0.502490644	3.90E-05	0.060643804	11.42981045	0.074666005	2.35E-11	0.0667352	10.38653035	0.080757402	3.04E-10	0.069476352	9.976735387	0.083498554	8.97E-09	0.064947846	10.67236589	0.078970048	9.37E-09	0.0667352	10.38653035	0.080757402	3.04E-10	0.488468443	1.419021414	0.502490644	3.90E-05	0.0667352	10.38653035	0.080757402	3.04E-10
cds5868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cds5882	0.126626625	5.473944988	0.140648827	1.73E-10	NA	NA	NA	NA	NA	NA	NA	NA	0.126626625	5.473944988	0.140648827	1.73E-10	NA	NA	NA	NA	0.11522457	6.015619587	0.129246772	0.000122745	0.086928486	7.9737634	0.100950688	4.54E-12	0.090440531	7.664121096	0.104462732	1.69E-10	0.088283159	7.851408874	0.102305361	1.77E-10	0.086928486	7.9737634	0.100950688	4.54E-12	NA	NA	NA	NA	0.11522457	6.015619587	0.129246772	2.14E-08
cds5888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.059951222	11.5618524	0.073973424	0.000677234	0.059951222	11.5618524	0.073973424	8.36E-06	0.059951222	11.5618524	0.073973424	8.36E-06	0.059951222	11.5618524	0.073973424	0.000677234	NA	NA	NA	NA	0.059951222	11.5618524	0.073973424	0.000677234
cds5895	0.014712145	47.11394279	0.028734347	5.68E-14	NA	NA	NA	NA	NA	NA	NA	NA	0.014718484	47.09365342	0.028740686	2.83E-13	0.014285422	48.52129505	0.028307624	2.26E-10	0.01494163	46.39033321	0.028963831	2.17E-10	0.01689525	41.0261569	0.030917452	6.87E-14	0.018670074	37.12610701	0.032692276	3.21E-09	0.015643224	44.30974013	0.029665425	8.66E-10	0.016897612	41.02042286	0.030919813	6.87E-14	0.01604882	43.18991482	0.030071022	1.32E-10	0.016449594	42.13764797	0.030471795	6.11E-11
cds5918	0.01474074	47.02254845	0.028762942	5.21E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.014774598	46.91479016	0.0287968	5.43E-11	0.013348968	51.92515125	0.02737117	5.20E-10	0.013599381	50.96902326	0.027621583	1.29E-09	0.015540462	44.60274026	0.029562663	8.21E-12	0.016053746	43.17666167	0.030075948	6.84E-09	0.014559278	47.60862482	0.028581479	4.71E-09	0.015547254	44.58325469	0.029569456	8.21E-12	0.013955792	49.66734879	0.027977993	2.05E-09	0.014723187	47.07861043	0.028745389	2.42E-11
cds5919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cds5923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.023254856	29.80655593	0.037277058	7.57E-11	0.023254856	29.80655593	0.037277058	7.57E-11	0.023254856	29.80655593	0.037277058	7.57E-11	0.023257771	29.8028203	0.037279973	1.08E-10	NA	NA	NA	NA	0.023254856	29.80655593	0.037277058	7.57E-11
cds5932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.109441411	6.333500013	0.123463613	0.007217603	0.109441411	6.333500013	0.123463613	8.91E-05	0.109441411	6.333500013	0.123463613	8.91E-05	0.109441411	6.333500013	0.123463613	0.007217603	NA	NA	NA	NA	0.109441411	6.333500013	0.123463613	0.007217603
cds5941	0.010505631	65.9786327	0.024527833	2.33E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.010505631	65.9786327	0.024527833	2.33E-12	0.00959667	72.22788912	0.023618871	7.46E-10	0.010164549	68.19261554	0.024186751	1.26E-10	0.015592704	44.45330342	0.029614905	1.39E-12	0.022863543	30.3167004	0.036885745	5.66E-09	0.011217844	61.78969576	0.025240046	2.49E-09	0.015592704	44.45330342	0.029614905	1.39E-12	0.012851202	53.93636993	0.026873404	1.99E-09	0.015150403	45.75107311	0.029172604	8.01E-13
cds5942	0.136742328	5.069002349	0.150764529	4.12E-07	NA	NA	NA	NA	NA	NA	NA	NA	0.136742328	5.069002349	0.150764529	4.12E-07	NA	NA	NA	NA	NA	NA	NA	NA	0.136766563	5.068104101	0.150788765	4.25E-07	0.146372679	4.735495631	0.16039488	5.12E-06	0.154974322	4.472658251	0.168996524	5.05E-06	0.136766563	5.068104101	0.150788765	4.25E-07	NA	NA	NA	NA	0.31092589	2.229300302	0.324948092	0.000979615
cds5945	0.010284522	67.39712461	0.024306723	2.78E-13	NA	NA	NA	NA	NA	NA	NA	NA	0.010321844	67.15342732	0.024344045	3.36E-13	0.009620988	72.04532087	0.02364319	1.15E-11	0.010045505	69.00073104	0.024067706	1.30E-11	0.011635604	59.57122653	0.025657805	5.26E-15	0.012375855	56.0080236	0.026398057	1.22E-09	0.010654259	65.05822211	0.024676461	2.67E-10	0.011640101	59.5482095	0.025662303	5.26E-15	0.010496983	66.03299294	0.024519184	3.04E-11	0.011253789	61.59233962	0.02527599	1.89E-11
cds5948	0.039814613	17.40936608	0.053836815	4.98E-06	NA	NA	NA	NA	NA	NA	NA	NA	0.039814613	17.40936608	0.053836815	4.98E-06	NA	NA	NA	NA	0.039814613	17.40936608	0.053836815	4.98E-06	0.039814613	17.40936608	0.053836815	1.20E-09	0.040646796	17.05293513	0.054668998	1.57E-08	0.037511636	18.47819107	0.051533838	1.59E-08	0.039814613	17.40936608	0.053836815	1.20E-09	NA	NA	NA	NA	0.039814613	17.40936608	0.053836815	1.20E-09
cds5949	0.021715627	31.91927995	0.035737829	9.25E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.02172748	31.90186684	0.035749682	7.51E-11	0.021250858	32.61737451	0.035273059	5.22E-09	0.021212127	32.67692896	0.035234329	8.06E-10	0.022282227	31.10762548	0.036304429	9.60E-11	0.023830108	29.08703529	0.037852309	1.19E-08	0.023256271	29.80474365	0.037278472	1.19E-08	0.022283214	31.10624861	0.036305415	9.60E-11	0.021250858	32.61737451	0.035273059	5.22E-09	0.02182101	31.76512844	0.035843211	1.37E-10
cds5964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.082622504	8.38932674	0.096644705	1.75E-08	0.075720337	9.154042427	0.089742539	2.88E-08	0.075720337	9.154042427	0.089742539	2.88E-08	0.082622504	8.38932674	0.096644705	1.75E-08	NA	NA	NA	NA	0.082622504	8.38932674	0.096644705	1.75E-08
cds5970	0.035027884	19.78843989	0.049050086	4.61E-09	NA	NA	NA	NA	NA	NA	NA	NA	0.035027884	19.78843989	0.049050086	4.61E-09	NA	NA	NA	NA	0.063041682	10.99506165	0.077063884	1.80E-06	0.035027884	19.78843989	0.049050086	4.61E-09	0.032458316	21.35499486	0.046480518	7.96E-09	0.032458316	21.35499486	0.046480518	7.96E-09	0.035027884	19.78843989	0.049050086	4.61E-09	0.370682567	1.869921174	0.384704769	0.005322764	0.063041682	10.99506165	0.077063884	1.80E-06
cds5973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.038354076	18.07232114	0.052376278	5.59E-07	0.038354076	18.07232114	0.052376278	5.59E-07	0.038354076	18.07232114	0.052376278	5.59E-07	0.038354076	18.07232114	0.052376278	5.59E-07	NA	NA	NA	NA	0.038354076	18.07232114	0.052376278	5.59E-07
cds5974	0.036294247	19.09799041	0.050316449	2.48E-07	NA	NA	NA	NA	NA	NA	NA	NA	0.036294247	19.09799041	0.050316449	2.48E-07	0.032028267	21.64173238	0.046050468	1.12E-05	0.036294247	19.09799041	0.050316449	2.48E-07	0.03734738	18.55945931	0.051369582	2.96E-09	0.037384965	18.54080064	0.051407166	5.12E-08	0.036234055	19.12971613	0.050256256	5.17E-08	0.03734738	18.55945931	0.051369582	2.96E-09	0.042020957	16.49527368	0.056043158	1.77E-06	0.03734738	18.55945931	0.051369582	2.96E-09
cds5976	0.036331985	19.07815335	0.050354187	1.37E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.036331985	19.07815335	0.050354187	1.37E-12	0.061944604	11.18979116	0.075966805	3.09E-06	0.062331829	11.12027663	0.076354031	4.16E-08	0.03706107	18.70283771	0.051083272	4.03E-11	0.039730759	17.44610964	0.053752961	1.44E-09	0.041296301	16.78472807	0.055318502	1.42E-09	0.03706107	18.70283771	0.051083272	4.03E-11	0.061944604	11.18979116	0.075966805	3.09E-06	0.069527907	9.969337624	0.083550109	5.24E-06
cds5990	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cds5995	0.020317919	34.11506706	0.034340121	1.30E-10	NA	NA	NA	NA	NA	NA	NA	NA	0.020363741	34.03830342	0.034385942	1.27E-10	0.020023097	34.61738181	0.034045298	3.24E-09	0.01993984	34.76192205	0.033962042	4.88E-10	0.02128566	32.5640451	0.035307861	4.26E-13	0.021969928	31.54981562	0.03599213	2.81E-09	0.020750494	33.40388791	0.034772696	6.86E-10	0.021290147	32.55718186	0.035312348	4.26E-13	0.020271087	34.19388258	0.034293289	7.10E-10	0.020847496	33.24846228	0.034869697	9.49E-11
cds6001	0.030165801	22.97791399	0.044188003	8.37E-09	NA	NA	NA	NA	NA	NA	NA	NA	0.030165801	22.97791399	0.044188003	8.37E-09	0.029533814	23.46961309	0.043556015	9.60E-07	0.030165801	22.97791399	0.044188003	8.37E-09	0.030165801	22.97791399	0.044188003	8.37E-09	0.030717273	22.5653881	0.044739474	9.33E-08	0.030549807	22.68908549	0.044572009	9.37E-08	0.030165801	22.97791399	0.044188003	8.37E-09	0.029533814	23.46961309	0.043556015	9.60E-07	0.030165801	22.97791399	0.044188003	8.37E-09
cds6007	0.022555678	30.73049665	0.036577879	2.60E-06	NA	NA	NA	NA	NA	NA	NA	NA	0.022555678	30.73049665	0.036577879	2.60E-06	0.022555678	30.73049665	0.036577879	2.60E-06	0.022555678	30.73049665	0.036577879	2.60E-06	0.022555678	30.73049665	0.036577879	2.60E-06	NA	NA	NA	NA	NA	NA	NA	NA	0.022555678	30.73049665	0.036577879	2.60E-06	0.022555678	30.73049665	0.036577879	2.60E-06	0.022555678	30.73049665	0.036577879	2.60E-06
