ID	Alldata_robust_kdp	Alldata_robust_hl	Alldata_robust_beta	Alldata_robust_beta.var	Mean_robust_kdp	Mean_robust_hl	Mean_robust_beta	Mean_robust_beta.var	Median_robust_kdp	Median_robust_hl	Median_robust_beta	Median_robust_beta.var	Threshold_robust_kdp	Threshold_robust_hl	Threshold_robust_beta	Threshold_robust_beta.var	Besttime_robust_kdp	Besttime_robust_hl	Besttime_robust_beta	Besttime_robust_beta.var	Best3time_robust_kdp	Best3time_robust_hl	Best3time_robust_beta	Best3time_robust_beta.var	Alldata_kdp	Alldata_hl	Alldata_beta	Alldata_beta.var	Mean_kdp	Mean_hl	Mean_beta	Mean_beta.var	Median_kdp	Median_hl	Median_beta	Median_beta.var	Threshold_kdp	Threshold_hl	Threshold_beta	Threshold_beta.var	Besttime_kdp	Besttime_hl	Besttime_beta	Besttime_beta.var	Best3time_kdp	Best3time_hl	Best3time_beta	Best3time_robust_beta.var
cds18766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.023471486	29.53145703	0.037493688	1.08E-07	0.023471486	29.53145703	0.037493688	1.08E-07	0.023471486	29.53145703	0.037493688	1.08E-07	0.023471486	29.53145703	0.037493688	1.08E-07	NA	NA	NA	NA	0.023471486	29.53145703	0.037493688	1.08E-07
cds1877	0.018571208	37.32375272	0.03259341	3.27E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.018571208	37.32375272	0.03259341	3.27E-11	0.017514726	39.57510834	0.031536928	4.71E-09	0.01802462	38.45557772	0.032046822	2.70E-09	0.018571208	37.32375272	0.03259341	2.78E-11	0.019330222	35.85821131	0.033352423	1.52E-09	0.018995693	36.48970146	0.033017895	1.69E-09	0.018571208	37.32375272	0.03259341	2.78E-11	0.017514726	39.57510834	0.031536928	4.71E-09	0.018224765	38.03325772	0.032246967	1.87E-10
cds18776	0.036243224	19.12487642	0.050265426	4.42E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.036244989	19.12394529	0.05026719	4.34E-11	0.090628257	7.648245758	0.104650458	4.93E-05	0.050793017	13.64650531	0.064815219	2.60E-07	0.041518862	16.69475376	0.055541064	1.05E-10	0.04814999	14.395583	0.062172192	1.58E-08	0.038490428	18.00830037	0.052512629	1.31E-08	0.041453988	16.7208804	0.05547619	1.05E-10	0.204223005	3.394070032	0.218245206	0.000221846	0.073626501	9.414370779	0.087648703	7.74E-09
cds18777	0.010078809	68.77272393	0.024101011	6.53E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.010194151	67.99459933	0.024216352	1.30E-12	0.008887915	77.98760492	0.022910116	2.20E-10	0.009813511	70.63192817	0.023835712	4.41E-10	0.010988467	63.07951555	0.025010669	1.05E-12	0.011670936	59.39088082	0.025693138	2.87E-09	0.01015299	68.27025088	0.024175192	4.00E-10	0.01099886	63.01991392	0.025021061	1.05E-12	0.008609916	80.5056859	0.022632117	6.75E-11	0.01065242	65.06945886	0.024674621	3.51E-10
cds18792	0.022060461	31.42033945	0.036082663	1.56E-10	NA	NA	NA	NA	NA	NA	NA	NA	0.022060461	31.42033945	0.036082663	1.56E-10	NA	NA	NA	NA	0.022060461	31.42033945	0.036082663	1.56E-10	0.023456537	29.55027788	0.037478738	2.91E-10	0.023963605	28.92499652	0.037985806	3.41E-08	0.02768047	25.04101923	0.041702672	3.38E-08	0.023456537	29.55027788	0.037478738	2.91E-10	NA	NA	NA	NA	0.023456537	29.55027788	0.037478738	2.91E-10
cds18807	0.011531814	60.10738293	0.025554016	4.09E-08	NA	NA	NA	NA	NA	NA	NA	NA	0.011531814	60.10738293	0.025554016	4.09E-08	NA	NA	NA	NA	0.010247056	67.64354221	0.024269258	1.16E-09	0.012225172	56.6983603	0.026247373	1.67E-10	0.011400242	60.80109316	0.025422444	1.21E-09	0.011166213	62.075405	0.025188414	1.21E-09	0.012225172	56.6983603	0.026247373	1.67E-10	0.009089123	76.26116986	0.023111325	3.40E-07	0.011914877	58.17493346	0.025937079	9.86E-09
cds18814	0.023575311	29.40140078	0.037597513	1.30E-13	NA	NA	NA	NA	NA	NA	NA	NA	0.023575311	29.40140078	0.037597513	1.30E-13	NA	NA	NA	NA	0.023245113	29.81904955	0.037267315	1.16E-07	0.02376311	29.16904309	0.037785312	3.92E-09	0.023581701	29.39343468	0.037603902	3.10E-09	0.023466238	29.53806207	0.037488439	1.75E-09	0.02376311	29.16904309	0.037785312	3.92E-09	NA	NA	NA	NA	0.023245113	29.81904955	0.037267315	1.16E-07
cds18829	0.019577257	35.40573477	0.033599459	1.42E-10	NA	NA	NA	NA	NA	NA	NA	NA	0.019577257	35.40573477	0.033599459	1.42E-10	0.018238022	38.0056112	0.032260224	8.54E-07	0.019463144	35.61332108	0.033485345	7.99E-08	0.019577257	35.40573477	0.033599459	1.42E-10	0.020216814	34.28567887	0.034239015	2.62E-09	0.020906919	33.15396155	0.03492912	2.61E-09	0.019577257	35.40573477	0.033599459	1.42E-10	0.018238022	38.0056112	0.032260224	8.54E-07	0.019463144	35.61332108	0.033485345	7.99E-08
cds18835	0.043342119	15.9924618	0.05736432	2.37E-07	NA	NA	NA	NA	NA	NA	NA	NA	0.043342119	15.9924618	0.05736432	2.37E-07	NA	NA	NA	NA	0.043342119	15.9924618	0.05736432	2.37E-07	0.043961154	15.76726551	0.057983355	3.16E-08	0.043982569	15.75958847	0.05800477	1.33E-07	0.043982569	15.75958847	0.05800477	1.33E-07	0.043961154	15.76726551	0.057983355	3.16E-08	0.048410398	14.31814659	0.0624326	2.67E-05	0.043961154	15.76726551	0.057983355	3.16E-08
cds1884	0.023809459	29.11226044	0.037831661	3.15E-26	NA	NA	NA	NA	NA	NA	NA	NA	0.023810114	29.11146003	0.037832316	2.12E-24	0.023287636	29.76460028	0.037309838	4.80E-13	0.023856434	29.05493658	0.037878636	1.08E-11	0.023522919	29.46688666	0.03754512	4.70E-13	0.030423302	22.78343029	0.044445504	1.71E-09	0.024107739	28.75206047	0.038129941	1.44E-09	0.023450928	29.55734522	0.03747313	4.70E-13	0.022337115	31.03118592	0.036359317	8.54E-09	0.022810587	30.38708207	0.036832789	3.78E-09
cds18887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.040948522	16.92728204	0.054970724	0.000161361	0.040948522	16.92728204	0.054970724	1.99E-06	0.040948522	16.92728204	0.054970724	1.99E-06	0.040948522	16.92728204	0.054970724	0.000161361	NA	NA	NA	NA	0.040948522	16.92728204	0.054970724	0.000161361
cds1889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.059072383	11.73386194	0.073094584	0.000103992	0.057306547	12.09542751	0.071328748	2.33E-06	0.057306547	12.09542751	0.071328748	2.33E-06	0.059072383	11.73386194	0.073094584	0.000103992	0.076735227	9.032972337	0.090757428	5.61E-07	0.059072383	11.73386194	0.073094584	0.000103992
cds18896	0.05195928	13.34019997	0.065981481	0	NA	NA	NA	NA	NA	NA	NA	NA	0.05195928	13.34019997	0.065981481	0	0.05195928	13.34019997	0.065981481	1.32E-06	0.05195928	13.34019997	0.065981481	0	0.035142357	19.72398086	0.049164559	7.07E-05	0.031797867	21.79854296	0.045820069	2.56E-06	0.031380492	22.08847432	0.045402693	1.70E-06	0.035142357	19.72398086	0.049164559	7.07E-05	0.05195928	13.34019997	0.065981481	1.32E-06	0.035142357	19.72398086	0.049164559	7.07E-05
cds18921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cds18923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02625487	26.40070871	0.040277072	6.76E-05	0.02625487	26.40070871	0.040277072	8.35E-07	0.02625487	26.40070871	0.040277072	8.35E-07	0.02625487	26.40070871	0.040277072	6.76E-05	NA	NA	NA	NA	0.02625487	26.40070871	0.040277072	6.76E-05
cds18925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03440104	20.1490179	0.048423242	3.02E-09	0.035374515	19.59453514	0.049396717	1.43E-08	0.035374515	19.59453514	0.049396717	1.43E-08	0.03440104	20.1490179	0.048423242	3.02E-09	NA	NA	NA	NA	0.03440104	20.1490179	0.048423242	3.02E-09
cds18926	0.020591832	33.66126843	0.034614033	9.64E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.020615085	33.62329904	0.034637287	1.64E-11	NA	NA	NA	NA	0.022225311	31.18728895	0.036247512	1.40E-08	0.023551728	29.43084142	0.03757393	7.71E-12	0.023397896	29.62433841	0.037420097	6.00E-11	0.02261923	30.64415448	0.036641432	6.21E-11	0.023573872	29.40319577	0.037596074	1.35E-11	0.02001025	34.63960655	0.034032451	5.79E-06	0.023640396	29.32045611	0.037662597	1.87E-11
cds18929	0.011386374	60.8751451	0.025408576	2.86E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.011386374	60.8751451	0.025408576	2.86E-12	0.012701595	54.57166383	0.026723797	8.39E-10	0.01122897	61.72847319	0.025251172	1.18E-08	0.013392692	51.75562591	0.027414894	1.10E-09	0.01455444	47.62444995	0.028576641	3.15E-08	0.013790593	50.26231727	0.027812795	3.15E-08	0.013392692	51.75562591	0.027414894	1.10E-09	0.012701595	54.57166383	0.026723797	8.39E-10	0.012916302	53.66452173	0.026938504	1.68E-09
cds18936	0.065745346	10.54290878	0.079767547	1.33E-06	NA	NA	NA	NA	NA	NA	NA	NA	0.065745346	10.54290878	0.079767547	1.33E-06	0.076600242	9.048890184	0.090622444	9.99E-06	0.065745346	10.54290878	0.079767547	1.33E-06	0.054982379	12.60671495	0.069004581	2.01E-10	0.05628009	12.31602833	0.070302291	1.40E-09	0.055083165	12.58364839	0.069105367	1.74E-09	0.054982379	12.60671495	0.069004581	2.01E-10	0.076600242	9.048890184	0.090622444	9.99E-06	0.054982379	12.60671495	0.069004581	2.01E-10
cds1894	0.015405062	44.99476774	0.029427263	5.14E-16	NA	NA	NA	NA	NA	NA	NA	NA	0.015402962	45.00090268	0.029425163	1.15E-16	0.014842123	46.7013501	0.028864325	2.53E-12	0.015335238	45.19963647	0.02935744	1.87E-12	0.017123086	40.48027144	0.031145288	2.17E-16	0.025261571	27.43879988	0.039283772	1.08E-09	0.015546031	44.58676159	0.029568233	2.36E-10	0.016773563	41.32378906	0.030795765	2.18E-16	0.016298076	42.52938712	0.030320278	4.29E-12	0.016904496	41.00371829	0.030926697	2.05E-12
cds18949	0.037328289	18.56895108	0.051350491	4.84E-07	NA	NA	NA	NA	NA	NA	NA	NA	0.037328289	18.56895108	0.051350491	4.84E-07	NA	NA	NA	NA	0.034265141	20.22893119	0.048287343	0	0.038758047	17.88395527	0.052780249	4.34E-11	0.040598732	17.07312385	0.054620934	1.55E-09	0.039372062	17.60505148	0.053394264	1.56E-09	0.038758047	17.88395527	0.052780249	4.34E-11	0.09537613	7.267512081	0.109398332	0.001203803	0.041193538	16.82659974	0.05521574	9.31E-08
cds1895	0.081816879	8.471933726	0.095839081	4.64E-07	NA	NA	NA	NA	NA	NA	NA	NA	0.081816879	8.471933726	0.095839081	4.64E-07	NA	NA	NA	NA	NA	NA	NA	NA	0.081816879	8.471933726	0.095839081	4.64E-07	0.101547812	6.825820941	0.115570013	9.39E-07	0.101547812	6.825820941	0.115570013	9.39E-07	0.081816879	8.471933726	0.095839081	4.64E-07	0.061936953	11.19117331	0.075959155	0.0004253	0.07985902	8.679635406	0.093881222	1.01E-05
cds18951	0.009508136	72.90042587	0.023530338	4.01E-13	NA	NA	NA	NA	NA	NA	NA	NA	0.009598193	72.21642365	0.023620395	2.91E-15	0.009200923	75.33452574	0.023223125	6.24E-11	0.009378126	73.91105344	0.023400328	2.28E-11	0.01061793	65.28082207	0.024640131	1.02E-17	0.011971466	57.89993998	0.025993668	3.50E-08	0.010045312	69.00205895	0.024067513	2.01E-10	0.010626466	65.22838225	0.024648668	3.57E-15	0.009360054	74.05376138	0.023382255	2.63E-11	0.010360549	66.90255041	0.024382751	3.14E-11
cds18964	0.080553112	8.604846741	0.094575313	5.37E-05	NA	NA	NA	NA	NA	NA	NA	NA	0.080553112	8.604846741	0.094575313	5.37E-05	NA	NA	NA	NA	0.082358216	8.416248072	0.096380418	3.86E-07	0.057425967	12.07027443	0.071448169	3.11E-10	0.051648719	13.42041366	0.065670921	9.51E-10	0.052404853	13.22677463	0.066427055	9.43E-10	0.057425967	12.07027443	0.071448169	3.11E-10	NA	NA	NA	NA	0.082358216	8.416248072	0.096380418	3.86E-07
cds18968	0.028129853	24.64098083	0.042152055	1.02E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.028129853	24.64098083	0.042152055	1.02E-12	0.046220636	14.99648721	0.060242838	3.28E-09	0.028117904	24.65145236	0.042140106	1.46E-10	0.028872989	24.00676884	0.042895191	9.84E-13	0.030474629	22.74505704	0.044496831	9.72E-10	0.030083336	23.04090165	0.044105537	7.88E-10	0.028872989	24.00676884	0.042895191	9.84E-13	0.046220636	14.99648721	0.060242838	3.28E-09	0.028704945	24.14730914	0.042727147	8.85E-11
cds1897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.033998776	20.3874158	0.048020977	4.08E-09	0.033998776	20.3874158	0.048020977	4.08E-09	0.033998776	20.3874158	0.048020977	4.08E-09	0.033998776	20.3874158	0.048020977	4.08E-09	NA	NA	NA	NA	0.033998776	20.3874158	0.048020977	4.08E-09
cds18976	0.019912195	34.81018397	0.033934397	1.88E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.019912195	34.81018397	0.033934397	1.88E-11	0.019405065	35.71991054	0.033427266	3.51E-12	0.019517188	35.51470471	0.03353939	0	0.020050236	34.57052504	0.034072437	8.63E-11	0.021087428	32.8701626	0.035109629	1.12E-08	0.020513806	33.78930223	0.034536007	1.02E-08	0.020050236	34.57052504	0.034072437	8.63E-11	0.019404508	35.72093641	0.033426709	2.88E-12	0.019622022	35.32496143	0.033644224	1.46E-10
cds18978	0.03286618	21.08998302	0.046888382	9.62E-06	NA	NA	NA	NA	NA	NA	NA	NA	0.03286618	21.08998302	0.046888382	9.62E-06	0.039067808	17.7421569	0.05309001	6.90E-06	0.03286618	21.08998302	0.046888382	9.62E-06	0.03286618	21.08998302	0.046888382	9.62E-06	0.031683022	21.87755897	0.045705224	3.91E-07	0.032425935	21.37632031	0.046448137	1.32E-06	0.03286618	21.08998302	0.046888382	9.62E-06	0.039067808	17.7421569	0.05309001	6.90E-06	0.03286618	21.08998302	0.046888382	9.62E-06
cds18987	0.043751475	15.84282982	0.057773677	2.03E-09	NA	NA	NA	NA	NA	NA	NA	NA	0.043786173	15.83027547	0.057808375	3.51E-09	NA	NA	NA	NA	NA	NA	NA	NA	0.020430555	33.92698736	0.034452757	7.20E-11	0.020291744	34.15907379	0.034313946	1.26E-09	0.020295279	34.15312466	0.03431748	1.39E-09	0.020434255	33.92084456	0.034456456	9.99E-11	NA	NA	NA	NA	0.020220838	34.278855	0.03424304	1.68E-08
cds1899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cds18997	0.044850028	15.45477701	0.05887223	2.80E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.044850028	15.45477701	0.05887223	2.80E-12	0.045844176	15.11963425	0.059866378	9.57E-07	0.044850028	15.45477701	0.05887223	2.80E-12	0.03963349	17.48892632	0.053655691	2.10E-12	0.040694165	17.03308533	0.054716366	1.05E-09	0.041848872	16.56310304	0.055871074	1.55E-09	0.03963349	17.48892632	0.053655691	2.10E-12	0.04478565	15.47699292	0.058807851	3.80E-10	0.03963349	17.48892632	0.053655691	2.10E-12
cds18999	0.036670621	18.90197548	0.050692823	1.82E-08	NA	NA	NA	NA	NA	NA	NA	NA	0.036670621	18.90197548	0.050692823	1.82E-08	0.036805864	18.83252005	0.050828066	5.91E-07	0.037181868	18.64207499	0.05120407	1.41E-06	0.03682515	18.82265718	0.050847352	1.69E-10	0.036862993	18.80333412	0.050885195	4.29E-09	0.037015577	18.72582381	0.051037779	4.29E-09	0.03682515	18.82265718	0.050847352	1.69E-10	0.03677356	18.84906398	0.050795761	1.64E-06	0.037578327	18.44539746	0.051600529	5.56E-09
cds19	0.059555182	11.63873838	0.073577383	2.07E-06	NA	NA	NA	NA	NA	NA	NA	NA	0.059555182	11.63873838	0.073577383	2.07E-06	NA	NA	NA	NA	0.059555182	11.63873838	0.073577383	2.07E-06	0.059555182	11.63873838	0.073577383	6.68E-08	0.060363606	11.48286562	0.074385808	4.42E-07	0.060363606	11.48286562	0.074385808	4.42E-07	0.059555182	11.63873838	0.073577383	6.68E-08	0.088817457	7.804177302	0.102839658	0.000235243	0.059555182	11.63873838	0.073577383	6.68E-08
cds19002	0.055421399	12.50685105	0.0694436	1.87E-13	NA	NA	NA	NA	NA	NA	NA	NA	0.055423477	12.5063821	0.069445679	1.87E-13	0.057709666	12.01093722	0.071731868	5.40E-09	0.060002137	11.55204161	0.074024338	1.04E-12	0.051329533	13.50386689	0.065351735	3.37E-14	0.054866271	12.63339334	0.068888472	1.04E-08	0.054802783	12.64802875	0.068824985	1.00E-09	0.05133085	13.50352043	0.065353052	3.37E-14	0.05648677	12.27096511	0.070508971	3.57E-10	0.060987906	11.36532184	0.075010108	2.67E-12
cds19005	0.013908922	49.83471476	0.027931124	1.18E-14	NA	NA	NA	NA	NA	NA	NA	NA	0.014032954	49.39424522	0.028055156	3.78E-15	0.013616294	50.9057135	0.027638496	1.22E-11	0.013856938	50.02166942	0.02787914	9.56E-12	0.01485537	46.65970529	0.028877571	1.46E-16	0.01615311	42.91106605	0.030175312	1.07E-09	0.014281126	48.53589061	0.028303328	4.82E-11	0.014871363	46.60952701	0.028893564	5.34E-16	0.013942148	49.71595219	0.02796435	8.74E-12	0.014461884	47.92924536	0.028484085	5.82E-12
cds19017	0.02362795	29.33589998	0.037650152	5.14E-13	NA	NA	NA	NA	NA	NA	NA	NA	0.02362811	29.33570147	0.037650312	4.97E-13	0.022749052	30.46927715	0.036771254	7.08E-11	0.02350775	29.48590009	0.037529952	4.63E-12	0.024636208	28.13530322	0.03865841	7.10E-13	0.028032002	24.72699559	0.042054203	8.13E-07	0.023775696	29.1536016	0.037797898	2.17E-09	0.02457759	28.20240679	0.038599791	7.10E-13	0.022998633	30.13862533	0.037020835	2.98E-11	0.02410618	28.75392045	0.038128382	3.84E-12
cds1902	0.03828985	18.10263485	0.052312052	3.13E-09	NA	NA	NA	NA	NA	NA	NA	NA	0.03828985	18.10263485	0.052312052	3.13E-09	0.052424568	13.22180062	0.066446769	3.26E-05	0.054682404	12.67587252	0.068704605	1.15E-07	0.03828985	18.10263485	0.052312052	3.13E-09	0.039856767	17.39095332	0.053878969	2.37E-08	0.039000635	17.77271532	0.053022836	2.37E-08	0.03828985	18.10263485	0.052312052	3.13E-09	0.052424568	13.22180062	0.066446769	3.26E-05	0.054682404	12.67587252	0.068704605	1.15E-07
cds19028	0.014183018	48.8716287	0.028205219	2.06E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.014191031	48.84403159	0.028213233	1.82E-12	0.012478614	55.5468071	0.026500816	4.62E-11	0.013868995	49.97818329	0.027891197	2.37E-10	0.015457373	44.84249673	0.029479574	1.80E-13	0.017712145	39.13400485	0.031734347	6.48E-09	0.014525212	47.72028068	0.028547413	1.05E-09	0.015459896	44.83517846	0.029482097	1.80E-13	0.012780975	54.23273221	0.026803176	1.06E-10	0.014820479	46.76955296	0.028842681	4.22E-10
cds19030	0.027763171	24.96642709	0.041785372	8.59E-13	NA	NA	NA	NA	NA	NA	NA	NA	0.027763171	24.96642709	0.041785372	8.59E-13	NA	NA	NA	NA	0.037017743	18.72472855	0.051039944	1.22E-09	0.027919022	24.82705833	0.041941223	4.86E-12	0.029806935	23.25456105	0.043829136	7.45E-10	0.02927275	23.67892253	0.043294952	7.50E-10	0.027919022	24.82705833	0.041941223	4.86E-12	0.43138874	1.606780884	0.445410941	0.009287496	0.038587746	17.96288346	0.052609947	3.08E-07
cds19040	0.098428948	7.042106976	0.112451149	0	NA	NA	NA	NA	NA	NA	NA	NA	0.098428948	7.042106976	0.112451149	0	NA	NA	NA	NA	NA	NA	NA	NA	0.078029525	8.883139844	0.092051726	1.07E-09	0.086998803	7.967318605	0.101021004	2.15E-08	0.097798092	7.087532778	0.111820293	2.10E-08	0.078029525	8.883139844	0.092051726	1.07E-09	NA	NA	NA	NA	0.109779104	6.314017466	0.123801306	1.03E-05
cds19045	0.078284789	8.854174521	0.09230699	1.23E-09	NA	NA	NA	NA	NA	NA	NA	NA	0.078284789	8.854174521	0.09230699	1.23E-09	0.091787071	7.551686456	0.105809273	1.47E-09	0.092727823	7.47507228	0.106750025	5.47E-10	0.063852149	10.85550273	0.077874351	9.31E-15	0.06743932	10.27808678	0.081461521	1.09E-08	0.058616729	11.82507436	0.072638931	2.38E-09	0.063852149	10.85550273	0.077874351	9.31E-15	0.096869068	7.155505795	0.11089127	1.60E-08	0.10196251	6.798059239	0.115984711	8.58E-11
cds19048	0.025906502	26.75572218	0.039928704	1.43E-09	NA	NA	NA	NA	NA	NA	NA	NA	0.025906502	26.75572218	0.039928704	1.43E-09	NA	NA	NA	NA	0.02456245	28.21979032	0.038584651	4.62E-11	0.019673306	35.23287688	0.033695508	2.60E-11	0.023600533	29.36998024	0.037622734	3.74E-08	0.027418345	25.28041614	0.041440547	3.71E-08	0.019673306	35.23287688	0.033695508	2.60E-11	1.024437362	0.676612555	1.038459564	0.287891662	0.019298519	35.91711808	0.03332072	3.09E-11
cds19050	0.01515342	45.74196219	0.029175622	6.90E-14	NA	NA	NA	NA	NA	NA	NA	NA	0.015157415	45.72990836	0.029179616	6.88E-14	0.014460202	47.93482046	0.028482403	4.88E-11	0.015069226	45.99752978	0.029091428	3.42E-11	0.016133568	42.96304351	0.03015577	6.53E-14	0.017092116	40.55362004	0.031114318	3.71E-09	0.015299758	45.30445474	0.029321959	1.73E-09	0.016137283	42.95315397	0.030159484	6.53E-14	0.014491064	47.83273229	0.028513266	3.43E-12	0.015822801	43.80685742	0.029845002	1.16E-10
cds19054	0.04168679	16.62750183	0.055708992	1.45E-06	NA	NA	NA	NA	NA	NA	NA	NA	0.04168679	16.62750183	0.055708992	1.45E-06	0.04168679	16.62750183	0.055708992	1.45E-06	0.04168679	16.62750183	0.055708992	1.45E-06	0.04168679	16.62750183	0.055708992	1.45E-06	NA	NA	NA	NA	NA	NA	NA	NA	0.04168679	16.62750183	0.055708992	1.45E-06	0.04168679	16.62750183	0.055708992	1.45E-06	0.04168679	16.62750183	0.055708992	1.45E-06
cds1907	0.017244255	40.19583229	0.031266457	9.43E-08	NA	NA	NA	NA	NA	NA	NA	NA	0.017228262	40.23314529	0.031250464	7.89E-08	0.016557081	41.8640932	0.030579283	1.52E-06	0.019344052	35.83257513	0.033366253	8.60E-07	0.019706398	35.17371285	0.033728599	2.24E-12	0.021349097	32.46728354	0.035371298	1.41E-10	0.022364374	30.99336414	0.036386575	1.37E-10	0.019738312	35.11684245	0.033760513	2.24E-12	0.016557081	41.8640932	0.030579283	1.52E-06	0.019359418	35.80413386	0.033381619	8.51E-07
cds19072	0.037447218	18.50997803	0.051469419	0	NA	NA	NA	NA	NA	NA	NA	NA	0.037447218	18.50997803	0.051469419	0	NA	NA	NA	NA	0.044484656	15.58171402	0.058506857	3.84E-06	0.03807985	18.20246591	0.052102052	2.53E-09	0.03876717	17.87974672	0.052789372	1.77E-08	0.038791912	17.86834257	0.052814114	1.77E-08	0.03807985	18.20246591	0.052102052	2.53E-09	NA	NA	NA	NA	0.044504301	15.5748358	0.058526503	1.94E-07
cds191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.034559899	20.05640056	0.048582101	1.78E-07	0.034559899	20.05640056	0.048582101	1.78E-07	0.034559899	20.05640056	0.048582101	1.78E-07	0.034559899	20.05640056	0.048582101	1.78E-07	NA	NA	NA	NA	0.033716564	20.55806085	0.047738766	5.57E-06
cds19122	0.01277773	54.24650327	0.026799932	5.24E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.01278959	54.19619859	0.026811792	4.93E-11	0.011907952	58.20876546	0.025930154	1.82E-08	0.012903756	53.71670036	0.026925957	1.24E-09	0.015087515	45.94177214	0.029109717	1.57E-12	0.016575615	41.81728366	0.030597816	5.15E-09	0.013147902	52.71922495	0.027170103	7.76E-10	0.015093515	45.92350995	0.029115716	1.57E-12	0.011918885	58.15537355	0.025941086	9.56E-09	0.014385405	48.18405817	0.028407606	1.80E-10
cds19127	0.017558603	39.47621426	0.031580805	1.81E-14	NA	NA	NA	NA	NA	NA	NA	NA	0.01755872	39.47595234	0.031580921	1.65E-14	0.01676219	41.35182578	0.030784392	8.13E-11	0.01739036	39.85812735	0.031412562	4.85E-18	0.018567288	37.33163286	0.03258949	2.58E-14	0.026283391	26.37206091	0.040305592	6.20E-09	0.018238852	38.00388212	0.032261054	6.16E-10	0.018444641	37.57986808	0.032466843	2.58E-14	0.016997093	40.78033683	0.031019295	5.46E-11	0.017984755	38.54081937	0.032006956	1.64E-13
cds19131	0.031635757	21.91024462	0.045657959	1.95E-11	NA	NA	NA	NA	NA	NA	NA	NA	0.031657869	21.89494107	0.045680071	1.87E-11	0.022718508	30.51024225	0.03674071	6.52E-08	0.026734185	25.92737272	0.040756387	1.17E-06	0.02479931	27.95026032	0.038821512	1.93E-12	0.02483712	27.90771173	0.038859321	7.75E-10	0.024094839	28.76745418	0.038117041	3.88E-10	0.02480604	27.94267805	0.038828241	1.93E-12	0.022718508	30.51024225	0.03674071	6.52E-08	0.024681997	28.08310741	0.038704199	3.56E-08
cds19134	0.036922237	18.77316339	0.050944438	5.09E-12	NA	NA	NA	NA	NA	NA	NA	NA	0.036922554	18.77300199	0.050944756	5.09E-12	0.055949204	12.3888659	0.069971405	7.51E-10	0.058432991	11.86225732	0.072455193	2.78E-09	0.035869815	19.32396877	0.049892016	7.13E-13	0.038216191	18.13752638	0.052238393	2.64E-09	0.038699783	17.9108804	0.052721984	1.56E-09	0.035869985	19.32387724	0.049892186	7.13E-13	0.057688449	12.01535483	0.07171065	2.83E-12	0.060712509	11.41687585	0.074734711	2.12E-09
cds19136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.013467308	51.4688728	0.02748951	7.63E-10	0.013183335	52.57752774	0.027205537	1.21E-09	0.013183335	52.57752774	0.027205537	1.21E-09	0.013467308	51.4688728	0.02748951	7.63E-10	NA	NA	NA	NA	0.013405537	51.7060361	0.027427739	4.85E-06
